,id,day,month,year,home_team,team,opponent,url
183,183,9,11,2013,0,DAL,MIL,https://www.basketball-reference.com/boxscores/201311090MIL.html
184,184,9,11,2013,1,SAC,POR,https://www.basketball-reference.com/boxscores/201311090SAC.html
185,185,9,11,2013,0,POR,SAC,https://www.basketball-reference.com/boxscores/201311090SAC.html
186,186,10,11,2013,1,NYK,SAS,https://www.basketball-reference.com/boxscores/201311100NYK.html
187,187,10,11,2013,0,SAS,NYK,https://www.basketball-reference.com/boxscores/201311100NYK.html
188,188,10,11,2013,1,OKC,WAS,https://www.basketball-reference.com/boxscores/201311100OKC.html
189,189,10,11,2013,0,WAS,OKC,https://www.basketball-reference.com/boxscores/201311100OKC.html
190,190,10,11,2013,1,PHO,NOP,https://www.basketball-reference.com/boxscores/201311100PHO.html
191,191,10,11,2013,0,NOP,PHO,https://www.basketball-reference.com/boxscores/201311100PHO.html
192,192,10,11,2013,1,LAL,MIN,https://www.basketball-reference.com/boxscores/201311100LAL.html
193,193,10,11,2013,0,MIN,LAL,https://www.basketball-reference.com/boxscores/201311100LAL.html
194,194,11,11,2013,1,CHA,ATL,https://www.basketball-reference.com/boxscores/201311110CHA.html
195,195,11,11,2013,0,ATL,CHA,https://www.basketball-reference.com/boxscores/201311110CHA.html
196,196,11,11,2013,1,IND,MEM,https://www.basketball-reference.com/boxscores/201311110IND.html
197,197,11,11,2013,0,MEM,IND,https://www.basketball-reference.com/boxscores/201311110IND.html
198,198,11,11,2013,1,PHI,SAS,https://www.basketball-reference.com/boxscores/201311110PHI.html
199,199,11,11,2013,0,SAS,PHI,https://www.basketball-reference.com/boxscores/201311110PHI.html
200,200,11,11,2013,1,BOS,ORL,https://www.basketball-reference.com/boxscores/201311110BOS.html
201,201,11,11,2013,0,ORL,BOS,https://www.basketball-reference.com/boxscores/201311110BOS.html
202,202,11,11,2013,1,CHI,CLE,https://www.basketball-reference.com/boxscores/201311110CHI.html
203,203,11,11,2013,0,CLE,CHI,https://www.basketball-reference.com/boxscores/201311110CHI.html
204,204,11,11,2013,1,HOU,TOR,https://www.basketball-reference.com/boxscores/201311110HOU.html
205,205,11,11,2013,0,TOR,HOU,https://www.basketball-reference.com/boxscores/201311110HOU.html
206,206,11,11,2013,1,UTA,DEN,https://www.basketball-reference.com/boxscores/201311110UTA.html
207,207,11,11,2013,0,DEN,UTA,https://www.basketball-reference.com/boxscores/201311110UTA.html
208,208,11,11,2013,1,POR,DET,https://www.basketball-reference.com/boxscores/201311110POR.html
209,209,11,11,2013,0,DET,POR,https://www.basketball-reference.com/boxscores/201311110POR.html
210,210,11,11,2013,1,LAC,MIN,https://www.basketball-reference.com/boxscores/201311110LAC.html
211,211,11,11,2013,0,MIN,LAC,https://www.basketball-reference.com/boxscores/201311110LAC.html
212,212,12,11,2013,1,MIA,MIL,https://www.basketball-reference.com/boxscores/201311120MIA.html
213,213,12,11,2013,0,MIL,MIA,https://www.basketball-reference.com/boxscores/201311120MIA.html
214,214,12,11,2013,1,DAL,WAS,https://www.basketball-reference.com/boxscores/201311120DAL.html
215,215,12,11,2013,0,WAS,DAL,https://www.basketball-reference.com/boxscores/201311120DAL.html
216,216,12,11,2013,1,GSW,DET,https://www.basketball-reference.com/boxscores/201311120GSW.html
217,217,12,11,2013,0,DET,GSW,https://www.basketball-reference.com/boxscores/201311120GSW.html
218,218,12,11,2013,1,LAL,NOP,https://www.basketball-reference.com/boxscores/201311120LAL.html
219,219,12,11,2013,0,NOP,LAL,https://www.basketball-reference.com/boxscores/201311120LAL.html
220,220,13,11,2013,1,ORL,MIL,https://www.basketball-reference.com/boxscores/201311130ORL.html
221,221,13,11,2013,0,MIL,ORL,https://www.basketball-reference.com/boxscores/201311130ORL.html
222,222,13,11,2013,1,PHI,HOU,https://www.basketball-reference.com/boxscores/201311130PHI.html
223,223,13,11,2013,0,HOU,PHI,https://www.basketball-reference.com/boxscores/201311130PHI.html
224,224,13,11,2013,1,BOS,CHA,https://www.basketball-reference.com/boxscores/201311130BOS.html
225,225,13,11,2013,0,CHA,BOS,https://www.basketball-reference.com/boxscores/201311130BOS.html
226,226,13,11,2013,1,ATL,NYK,https://www.basketball-reference.com/boxscores/201311130ATL.html
227,227,13,11,2013,0,NYK,ATL,https://www.basketball-reference.com/boxscores/201311130ATL.html
228,228,13,11,2013,1,MEM,TOR,https://www.basketball-reference.com/boxscores/201311130MEM.html
229,229,13,11,2013,0,TOR,MEM,https://www.basketball-reference.com/boxscores/201311130MEM.html
230,230,13,11,2013,1,MIN,CLE,https://www.basketball-reference.com/boxscores/201311130MIN.html
231,231,13,11,2013,0,CLE,MIN,https://www.basketball-reference.com/boxscores/201311130MIN.html
232,232,13,11,2013,1,SAS,WAS,https://www.basketball-reference.com/boxscores/201311130SAS.html
233,233,13,11,2013,0,WAS,SAS,https://www.basketball-reference.com/boxscores/201311130SAS.html
234,234,13,11,2013,1,DEN,LAL,https://www.basketball-reference.com/boxscores/201311130DEN.html
235,235,13,11,2013,0,LAL,DEN,https://www.basketball-reference.com/boxscores/201311130DEN.html
236,236,13,11,2013,1,UTA,NOP,https://www.basketball-reference.com/boxscores/201311130UTA.html
237,237,13,11,2013,0,NOP,UTA,https://www.basketball-reference.com/boxscores/201311130UTA.html
238,238,13,11,2013,1,POR,PHO,https://www.basketball-reference.com/boxscores/201311130POR.html
239,239,13,11,2013,0,PHO,POR,https://www.basketball-reference.com/boxscores/201311130POR.html
240,240,13,11,2013,1,SAC,BRK,https://www.basketball-reference.com/boxscores/201311130SAC.html
241,241,13,11,2013,0,BRK,SAC,https://www.basketball-reference.com/boxscores/201311130SAC.html
242,242,13,11,2013,1,LAC,OKC,https://www.basketball-reference.com/boxscores/201311130LAC.html
243,243,13,11,2013,0,OKC,LAC,https://www.basketball-reference.com/boxscores/201311130LAC.html
244,244,14,11,2013,1,NYK,HOU,https://www.basketball-reference.com/boxscores/201311140NYK.html
245,245,14,11,2013,0,HOU,NYK,https://www.basketball-reference.com/boxscores/201311140NYK.html
246,246,14,11,2013,1,GSW,OKC,https://www.basketball-reference.com/boxscores/201311140GSW.html
247,247,14,11,2013,0,OKC,GSW,https://www.basketball-reference.com/boxscores/201311140GSW.html
248,248,15,11,2013,1,IND,MIL,https://www.basketball-reference.com/boxscores/201311150IND.html
